SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
BSLFTPNRDG,Birla Sun Life MF - Birla Sun Life FTP - Sr NR (1099D) - DP-GO,MF,17-AUG-2016,10,1,INF209KB1150,10
BSLFTPNRDN,Birla Sun Life MF - Birla Sun Life FTP - Sr NR (1099D) - DP-NDPO,MF,17-AUG-2016,10,1,INF209KB1168,10
BSLFTPNRDQ,Birla Sun Life MF - Birla Sun Life FTP - Sr NR (1099D) - DP-QDPO,MF,17-AUG-2016,10,1,INF209KB1176,10
BSLFTPNRRG,Birla Sun Life MF - Birla Sun Life FTP - Sr NR (1099D) - RP-GO,MF,17-AUG-2016,10,1,INF209KB1127,10
BSLFTPNRRN,Birla Sun Life MF - Birla Sun Life FTP - Sr NR (1099D) - RP-NDPO,MF,17-AUG-2016,10,1,INF209KB1135,10
BSLFTPNRRQ,Birla Sun Life MF - Birla Sun Life FTP - Sr NR (1099D) - RP-QDPO,MF,17-AUG-2016,10,1,INF209KB1143,10
BSLFTPNTDG,Birla Sun Life MF - Birla Sun Life FTP - Sr NT (1099D) - DP-GO,MF,30-AUG-2016,10,1,INF209KB1341,10
BSLFTPNTDN,Birla Sun Life MF - Birla Sun Life FTP - Sr NT (1099D) - DP-NDPO,MF,30-AUG-2016,10,1,INF209KB1358,10
BSLFTPNTDQ,Birla Sun Life MF - Birla Sun Life FTP - Sr NT (1099D) - DP-QDPO,MF,30-AUG-2016,10,1,INF209KB1366,10
BSLFTPNTRG,Birla Sun Life MF - Birla Sun Life FTP - Sr NT (1099D) - RP-GO,MF,30-AUG-2016,10,1,INF209KB1317,10
BSLFTPNTRN,Birla Sun Life MF - Birla Sun Life FTP - Sr NT (1099D) - RP-NDPO,MF,30-AUG-2016,10,1,INF209KB1325,10
BSLFTPNTRQ,Birla Sun Life MF - Birla Sun Life FTP - Sr NT (1099D) - RP-QDPO,MF,30-AUG-2016,10,1,INF209KB1333,10
BSLFTPODDG,Birla Sun Life MF - Birla Sun Life FTP - Sr OD (1145D) - DP-GO,MF,22-FEB-2017,10,1,INF209KB1CW0,10
BSLFTPODDN,Birla Sun Life MF - Birla Sun Life FTP - Sr OD (1145D) - DP-NDPO,MF,22-FEB-2017,10,1,INF209KB1CX8,10
BSLFTPODRG,Birla Sun Life MF - Birla Sun Life FTP - Sr OD (1145D) - RP-GO,MF,22-FEB-2017,10,1,INF209KB1CT6,10
BSLFTPODRN,Birla Sun Life MF - Birla Sun Life FTP - Sr OD (1145D) - RP-NDPO,MF,22-FEB-2017,10,1,INF209KB1CU4,10
BSLFTPOEDG,Birla Sun Life MF - Birla Sun Life FTP - Sr OE (1153) - DP - G,MF,03-MAR-2017,10,1,INF209KB1DC0,10
BSLFTPOERG,Birla Sun Life MF - Birla Sun Life FTP - Sr OE (1153) - RP - G,MF,03-MAR-2017,10,1,INF209KB1CZ3,10
BSLFTPOFDG,Birla Sun Life Mutual Fund - Birla Sun Life Fixed Term Plan  Series OF,MF,15-MAR-2017,10,1,INF209KB1DI7,10
BSLFTPOFDN,Birla Sun Life Mutual Fund - Birla Sun Life Fixed Term Plan  Series OF,MF,15-MAR-2017,10,1,INF209KB1DJ5,10
BSLFTPOFDQ,Birla Sun Life Mutual Fund - Birla Sun Life Fixed Term Plan  Series OF,MF,15-MAR-2017,10,1,INF209KB1DK3,10
BSLFTPOFRG,Birla Sun Life Mutual Fund - Birla Sun Life FTPS OF - RPG,MF,15-MAR-2017,10,1,INF209KB1DF3,10
BSLFTPOFRN,Birla Sun Life Mutual Fund - Birla Sun Life FTP Series OF,MF,15-MAR-2017,10,1,INF209KB1DG1,10
BSLFTPOFRQ,Birla Sun Life Mutual Fund - Birla Sun Life Fixed Term Plan  Series OF,MF,15-MAR-2017,10,1,INF209KB1DH9,10
BSLFTPOGDG,Birla Sun Life Mutual Fund - Birla Sun Life Fixed Term Plan - Series O,MF,08-MAR-2017,10,1,INF209KB1DS6,10
BSLFTPOGDN,Birla Sun Life Mutual Fund - Birla Sun Life Fixed Term Plan - Series O,MF,08-MAR-2017,10,1,INF209KB1DT4,10
BSLFTPOGRG,Birla Sun Life Mutual Fund - Birla Sun Life Fixed Term Plan - Series O,MF,08-MAR-2017,10,1,INF209KB1DP2,10
BSLFTPOGRN,Birla Sun Life Mutual Fund - Birla Sun Life Fixed Term Plan - Series O,MF,08-MAR-2017,10,1,INF209KB1DQ0,10
BSLFTPOGRQ,Birla Sun Life Mutual Fund - Birla Sun Life Fixed Term Plan - Series O,MF,08-MAR-2017,10,1,INF209KB1DR8,10
BSLFTPOHDG,Birla Sun Life MF - Birla Sun Life FTP - Sr. OH (1120 D) - DP -G,MF,20-MAR-2017,10,1,INF209KB1EE4,10
BSLFTPOHDN,Birla Sun Life MF - Birla Sun Life FTP - Sr. OH (1120 D) - DP -NDP,MF,20-MAR-2017,10,1,INF209KB1EF1,10
BSLFTPOHDQ,Birla Sun Life MF - Birla Sun Life FTP - Sr. OH (1120 D) - DP -QDP,MF,20-MAR-2017,10,1,INF209KB1EG9,10
BSLFTPOHRG,Birla Sun Life MF - Birla Sun Life FTP - Sr. OH (1120 D) - RP -G,MF,20-MAR-2017,10,1,INF209KB1EB0,10
BSLFTPOHRN,Birla Sun Life MF - Birla Sun Life FTP - Sr. OH (1120 D) - RP -NDP,MF,20-MAR-2017,10,1,INF209KB1EC8,10
BSLFTPOHRQ,Birla Sun Life MF - Birla Sun Life FTP - Sr. OH (1120 D) - RP -QDP,MF,20-MAR-2017,10,1,INF209KB1ED6,10
BSLFTPOIDG,Birla Sun Life Mutual Fund - BSLFTP  Series OI (1120 Days) DPG,MF,24-MAR-2017,10,1,INF209KB1EK1,10
BSLFTPOIDN,Birla Sun Life Mutual Fund - BSLFTP  Series OI (1120 Days) DPNDP,MF,24-MAR-2017,10,1,INF209KB1EL9,10
BSLFTPOIRG,Birla Sun Life Mutual Fund - BSLFTP  Series OI (1120 Days) RPG,MF,24-MAR-2017,10,1,INF209KB1EH7,10
BSLFTPOIRN,Birla Sun Life Mutual Fund - BSLFTP  Series OI (1120 Days) RPNDP,MF,24-MAR-2017,10,1,INF209KB1EI5,10
BSLFTPOIRQ,Birla Sun Life Mutual Fund - BSLFTP  Series OI (1120 Days) RPQDP,MF,24-MAR-2017,10,1,INF209KB1EJ3,10
BSLFTPOJDG,Birla Sun Life Mutual Fund - BSL FTP - Series OJ (1136 days) - DPG,MF,06-APR-2017,10,1,INF209KB1FU7,10
BSLFTPOJDN,Birla Sun Life Mutual Fund - BSL FTP - Series OJ (1136 days) - DPNDP,MF,06-APR-2017,10,1,INF209KB1FV5,10
BSLFTPOJDQ,Birla Sun Life Mutual Fund - BSL FTP - Series OJ (1136 days) - DPQDP,MF,06-APR-2017,10,1,INF209KB1FW3,10
BSLFTPOJRG,Birla Sun Life Mutual Fund - BSL FTP - Series OJ (1136 days) - RPG,MF,06-APR-2017,10,1,INF209KB1FR3,10
BSLFTPOJRN,Birla Sun Life Mutual Fund - BSL FTP - Series OJ (1136 days) - RPNDP,MF,06-APR-2017,10,1,INF209KB1FS1,10
BSLFTPOJRQ,Birla Sun Life Mutual Fund - BSL FTP - Series OJ (1136 days) - RPQDP,MF,06-APR-2017,10,1,INF209KB1FT9,10
BSLFTPOKDG,Birla Sun Life MF- Birla Sun Life FTP - Sr. OK (1135 d) - DP -G,MF,31-MAR-2017,10,1,INF209KB1GA7,10
BSLFTPOKDN,Birla Sun Life MF- Birla Sun Life FTP - Sr. OK (1135 d) - DP -NDP,MF,31-MAR-2017,10,1,INF209KB1GB5,10
BSLFTPOKDQ,Birla Sun Life MF- Birla Sun Life FTP - Sr. OK (1135 d) - DP -QDP,MF,31-MAR-2017,10,1,INF209KB1GC3,10
BSLFTPOKRG,Birla Sun Life MF- Birla Sun Life FTP - Sr. OK (1135 d) - RP -G,MF,31-MAR-2017,10,1,INF209KB1FX1,10
BSLFTPOKRN,Birla Sun Life MF- Birla Sun Life FTP - Sr. OK (1135 d) - RP -NDP,MF,31-MAR-2017,10,1,INF209KB1FY9,10
BSLFTPOKRQ,Birla Sun Life MF- Birla Sun Life FTP - Sr. OK (1135 d) - RP -QDP,MF,31-MAR-2017,10,1,INF209KB1FZ6,10
BSLFTPOLDG,Birla Sun Life Mutual Fund - BSL FTP - Sr. OL (1148 Days) DPG,MF,06-APR-2017,10,1,INF209KB1GG4,10
BSLFTPOLRG,Birla Sun Life Mutual Fund - BSL FTP - Sr. OL (1148 Days) RPG,MF,06-APR-2017,10,1,INF209KB1GD1,10
BSLFTPOMDG,Birla Sun Life Mutual Fund - Birla Sun Life Fixed Term Plan  Series OM,MF,13-APR-2017,10,1,INF209KB1GM2,10
BSLFTPOMDN,Birla Sun Life Mutual Fund - Birla Sun Life Fixed Term Plan  Series OM,MF,13-APR-2017,10,1,INF209KB1GN0,10
BSLFTPOMDQ,Birla Sun Life Mutual Fund - Birla Sun Life Fixed Term Plan  Series OM,MF,13-APR-2017,10,1,INF209KB1GO8,10
BSLFTPOMRG,Birla Sun Life Mutual Fund - Birla Sun Life Fixed Term Plan  Series OM,MF,13-APR-2017,10,1,INF209KB1GJ8,10
BSLFTPOMRN,Birla Sun Life Mutual Fund - Birla Sun Life Fixed Term Plan  Series OM,MF,13-APR-2017,10,1,INF209KB1GK6,10
BSLFTPOMRQ,Birla Sun Life Mutual Fund - Birla Sun Life Fixed Term Plan  Series OM,MF,13-APR-2017,10,1,INF209KB1GL4,10
BSLFTPOTDG,Birla Sun Life Mutual Fund-Birla Sun Life FTP-Sr OT (1117 days)-DPGO,MF,04-AUG-2017,10,1,INF209KB1IO4,10
BSLFTPOTDN,Birla Sun Life Mutual Fund-Birla Sun Life FTP-Sr OT (1117 days)-DPNDPO,MF,04-AUG-2017,10,1,INF209KB1IP1,10
BSLFTPOTDQ,Birla Sun Life Mutual Fund-Birla Sun Life FTP-Sr OT (1117 days)-DPQDPO,MF,04-AUG-2017,10,1,INF209KB1IQ9,10
BSLFTPOTRG,Birla Sun Life Mutual Fund-Birla Sun Life FTP-Sr OT (1117 days)-RPGO,MF,04-AUG-2017,10,1,INF209KB1IL0,10
BSLFTPOTRN,Birla Sun Life Mutual Fund-Birla Sun Life FTP-Sr OT (1117 days)-RPNDPO,MF,04-AUG-2017,10,1,INF209KB1IM8,10
BSLFTPOTRQ,Birla Sun Life Mutual Fund-Birla Sun Life FTP-Sr OT (1117 days)-RPQDPO,MF,04-AUG-2017,10,1,INF209KB1IN6,10
BSLFTRKHDG,Birla Sun Life MF - Birla Sun Life FTP - Sr KH (1505D) - DP-GO,MF,21-APR-2015,10,1,INF209KA1S49,10
BSLFTRKHRG,Birla Sun Life MF - Birla Sun Life FTP - Sr KH (1505D) - RP-GO,MF,21-APR-2015,10,1,INF209KA1T06,10
BSLFTRKHRQ,Birla Sun Life MF - Birla Sun Life FTP - Sr KH (1505D) - RP-QDPO,MF,21-APR-2015,10,1,INF209KA1S80,10
BSLFTRKJDG,Birla Sun Life MF - Birla Sun Life FTP - Sr KJ (1499D) - DP-GO,MF,21-APR-2015,10,1,INF209KA1T30,10
BSLFTRKJRG,Birla Sun Life MF - Birla Sun Life FTP - Sr KJ (1499D) - RP-GO,MF,21-APR-2015,10,1,INF209KA1T63,10
BSLFTRKJRN,Birla Sun Life MF - Birla Sun Life FTP - Sr KJ (1499D) - RP-NDPO,MF,21-APR-2015,10,1,INF209KA1T71,10
BSLFTRKODG,Birla Sun Life MF - Birla Sun Life FTP - Sr KO (1498D) - DP-GO,MF,21-APR-2015,10,1,INF209KA1U52,10
BSLFTRKODQ,Birla Sun Life MF - Birla Sun Life FTP - Sr KO (1498D) - DP-QDPO,MF,21-APR-2015,10,1,INF209KA1U78,10
BSLFTRKORG,Birla Sun Life MF - Birla Sun Life FTP - Sr KO (1498D) - RP-GO,MF,21-APR-2015,10,1,INF209KA1U86,10
BSLFTRKORN,Birla Sun Life MF - Birla Sun Life FTP - Sr KO (1498D) - RP-NDPO,MF,21-APR-2015,10,1,INF209KA1U94,10
BSLFTRKPDG,Birla Sun Life MF - Birla Sun Life FTP - Sr KP (1504D) - DP-GO,MF,23-APR-2015,10,1,INF209KA1X34,10
BSLFTRKPRG,Birla Sun Life MF - Birla Sun Life FTP - Sr KP (1504D) - RP-GO,MF,23-APR-2015,10,1,INF209KA1X67,10
BSLFTRKWDG,Birla Sun Life MF - Birla Sun Life FTP - Series KW (1477D) - DP-GO,MF,17-APR-2015,10,1,INF209KA1O35,10
BSLFTRKWRG,Birla Sun Life MF - Birla Sun Life FTP - Series KW (1477D) - RP-GO,MF,17-APR-2015,10,1,INF209KA1O68,10
BSLFTRKWRQ,Birla Sun Life MF - Birla Sun Life FTP - Series KW (1477D) - RP-QDPO,MF,17-APR-2015,10,1,INF209KA1O27,10
BSLFTRKXDG,Birla Sun Life MF - Birla Sun Life FTP - Sr KX (1475D) - DP-GO,MF,17-APR-2015,10,1,INF209KA1O92,10
BSLFTRKXRG,Birla Sun Life MF - Birla Sun Life FTP - Sr KX (1475D) - RP-GO,MF,17-APR-2015,10,1,INF209KA1P26,10
BSLFTRKXRN,Birla Sun Life MF - Birla Sun Life FTP - Sr KX (1475D) - RP-NDPO,MF,17-APR-2015,10,1,INF209KA1P34,10
BSLIFQPIDD,Birla SL MF - Birla SL - IIF- Qtrly Plan - Series I - Direct - Div,MF,28-MAR-2013,10,1,INF209K01YP5,10
BSLIFQPIDG,Birla SL MF - Birla SL - IIF- Qtrly Plan - Series I - Direct - Grw,MF,28-MAR-2013,10,1,INF209K01YQ3,10
BSLIQPIIDP,Birla Sun Life Mutual Fund - Birla SL Int. IF - QP - SI - IPDP,MF,01-APR-2011,10,1,INF209K01HR6,10
BSLIQPIIG,Birla Sun Life Mutual Fund - Birla SL Int. IF - QP - SI - IPG,MF,01-APR-2011,10,1,INF209K01HQ8,10
BSLIQPIRDP,Birla Sun Life Mutual Fund - Birla SL Int. IF - QP - SI - RPDP,MF,01-APR-2011,10,1,INF209K01HO3,10
BSLIQPIRG,Birla Sun Life Mutual Fund - Birla SL Int. IF - QP - SI - RPG,MF,01-APR-2011,10,1,INF209K01HN5,10
BSLQ14DD,Birla Sun Life MF - Birla Sun Life QIF  S- 4- DPDO,MF,23-APR-2013,10,1,INF209K01YR1,10
BSLQ14DG,Birla Sun Life MF - Birla Sun Life QIF  S- 4- DPG,MF,23-APR-2013,10,1,INF209K01YS9,10
BSLQI4DP,Birla Sun Life Mutual Fund - Birla Sun Life  QIF - Series - 4- DP,MF,01-APR-2011,10,1,INF209K01HL9,10
BSLQI4G,Birla Sun Life Mutual Fund - Birla Sun Life  QIF - Series - 4 -Growth,MF,01-APR-2011,10,1,INF209K01HK1,10
BSLRIFS1DD,Birla Sun Life MF - Birla Sun Life RIF Sr 1 - DP-DPO,MF,20-SEP-2016,10,1,INF209KB1523,10
BSLRIFS1DG,Birla Sun Life MF - Birla Sun Life RIF Sr 1 - DP-GO,MF,20-SEP-2016,10,1,INF209KB1515,10
BSLRIFS1DS,Birla Sun Life MF - Birla Sun Life RIF Sr 1 - DP-DSO,MF,20-SEP-2016,10,1,INF209KB1259,10
BSLRIFS1RD,Birla Sun Life MF - Birla Sun Life RIF Sr 1 - RP-DPO,MF,20-SEP-2016,10,1,INF209KB1507,10
BSLRIFS1RG,Birla Sun Life MF - Birla Sun Life RIF Sr 1 - RP-GO,MF,20-SEP-2016,10,1,INF209KB1499,10
BSLRIFS1RS,Birla Sun Life MF - Birla Sun Life RIF Sr 1 - RP-DSO,MF,20-SEP-2016,10,1,INF209KB1192,10
BSLRIFS2DG,Birla Sun Life MF - Birla Sun Life RIF - Sr 2 - DP-GO,MF,05-DEC-2016,10,1,INF209KB1978,10
BSLRIFS2DN,Birla Sun Life MF - Birla Sun Life RIF - Sr 2 - DP-NDPO,MF,05-DEC-2016,10,1,INF209KB1986,10
BSLRIFS2RG,Birla Sun Life MF - Birla Sun Life RIF - Sr 2 - RP-GO,MF,05-DEC-2016,10,1,INF209KB1952,10
BSLRIFS2RN,Birla Sun Life MF - Birla Sun Life RIF - Sr 2 - RP-NDPO,MF,05-DEC-2016,10,1,INF209KB1960,10
BSLRIFS3DD,Birla Sun Life Mutual Fund - BSL Resurgent India Fund - SR 3 DPNDP,MF,21-MAR-2017,10,1,INF209KB1DO5,10
BSLRIFS3DG,Birla Sun Life Mutual Fund - BSL Resurgent India Fund - SR 3 DPG,MF,21-MAR-2017,10,1,INF209KB1DN7,10
BSLRIFS3RD,Birla Sun Life Mutual Fund - BSL Resurgent India Fund - SR 3 RPNDP,MF,21-MAR-2017,10,1,INF209KB1DM9,10
BSLRIFS3RG,Birla Sun Life Mutual Fund - BSL Resurgent India Fund - SR 3 RPG,MF,21-MAR-2017,10,1,INF209KB1DL1,10
BSLRIFS4DD,Birla Sun Life Mutual Fund - Resurgent India Fund - DPDP,MF,18-JUL-2017,10,1,INF209KB1HU3,10
BSLRIFS4DG,Birla Sun Life Mutual Fund - Resurgent India Fund - DPG,MF,18-JUL-2017,10,1,INF209KB1HT5,10
BSLRIFS4RD,Birla Sun Life Mutual Fund - Resurgent India Fund - RPDP,MF,18-JUL-2017,10,1,INF209KB1HS7,10
BSLRIFS4RG,Birla Sun Life Mutual Fund - Resurgent India Fund - RPG,MF,18-JUL-2017,10,1,INF209KB1HR9,10
C3DD,BOI AXA MF - BOI AXA CPOF - Sr 3 - DP-DPO,MF,04-FEB-2015,10,1,INF761K01DC7,10
C3DG,BOI AXA MF - BOI AXA CPOF - Sr 3 - DP-GO,MF,04-FEB-2015,10,1,INF761K01DD5,10
C3RD,BOI AXA MF - BOI AXA CPOF - Sr 3 - RP-DPO,MF,04-FEB-2015,10,1,INF761K01DE3,10
C3RG,BOI AXA MF - BOI AXA CPOF - Sr 3 - RP-GO,MF,04-FEB-2015,10,1,INF761K01DF0,10
C5DGG,BOI AXA MF - BOI AXA CPOF Series 5 - DP-GO,MF,03-NOV-2015,10,1,INF761K01DK0,10
C5RGG,BOI AXA MF - BOI AXA CPOF Series 5 - RP-GO,MF,03-NOV-2015,10,1,INF761K01DL8,10
C7DD,Canara Robeco MF - Canara Robeco CPOF Sr 7 - DP-DPO ,MF,20-SEP-2016,10,1,INF760K01IE4,10
C7DG,Canara Robeco MF - Canara Robeco CPOF Sr 7 - DP-GO,MF,20-SEP-2016,10,1,INF760K01ID6,10
C7DP,Canara Robeco MF - Canara Robeco CPOF Sr 7 - RP-GO,MF,20-SEP-2016,10,1,INF760K01IF1,10
C7GP,Canara Robeco MF - Canara Robeco CPOF Sr 7 - RP-DPO,MF,20-SEP-2016,10,1,INF760K01IG9,10
C8DD,Canara Robeco Mutual Fund - CRCPOF - Series 8 - DPDO,MF,09-JUN-2017,10,1,INF760K01IN5,10
C8DG,Canara Robeco Mutual Fund - CRCPOF - Series 8 - DPGO,MF,09-JUN-2017,10,1,INF760K01IM7,10
C8DP,Canara Robeco Mutual Fund - CRCPOF - Series 8 - RPDO,MF,09-JUN-2017,10,1,INF760K01IP0,10
C8GP,Canara Robeco Mutual Fund - CRCPOF - Series 8 - RPGO,MF,09-JUN-2017,10,1,INF760K01IO3,10
CP4DG,BOI AXA MF - BOI AXA CPOF Series 4 - DP-GO ,MF,28-JUL-2015,10,1,INF761K01DI4,10
CP4RG,BOI AXA MF - BOI AXA CPOF Series 4 - RP-GO,MF,28-JUL-2015,10,1,INF761K01DJ2,10
CP7DD,Sundaram MF - Sundaram CPOF 5yrs (Sr 7) - DP-DPO ,MF,16-MAR-2016,10,1,INF903JA1054,10
CP7DG,Sundaram MF - Sundaram CPOF 5yrs (Sr 7) - DP-GO,MF,16-MAR-2016,10,1,INF903JA1047,10
CP7RD,Sundaram MF - Sundaram CPOF 5yrs (Sr 7) - RP-DPO,MF,16-MAR-2016,10,1,INF903JA1039,10
CP7RG,Sundaram MF - Sundaram CPOF 5yrs (Sr 7) - RP-GO,MF,16-MAR-2016,10,1,INF903JA1021,10
CP8DD,Sundaram MF - Sundaram CAPRO 5Yrs SR 8-DP ,MF,20-APR-2016,10,1,INF903JA1237,10
CP8DG,Sundaram MF - Sundaram CAPRO 5Yrs SR 8-DG,MF,20-APR-2016,10,1,INF903JA1252,10
CP8RD,Sundaram MF - Sundaram CAPRO 5Yrs SR 8-DP ,MF,20-APR-2016,10,1,INF903JA1203,10
CP8RG,Sundaram MF - Sundaram CAPRO 5Yrs SR 8-RG,MF,20-APR-2016,10,1,INF903JA1245,10
CP93D,Sundaram MF - Sundaram CPOF 3 Yr - Series 9 - DP,MF,12-DEC-2012,10,1,INF903J01LW8,10
CP93G,Sundaram MF - Sundaram CPOF 3 Yr - Series 9 - Grw,MF,12-DEC-2012,10,1,INF903J01LV0,10
CPOFS2P1D,HSBC MF - HSBC CPOF Series II Plan I - RP-DPO,MF,06-APR-2015,10,1,INF336L01JY7,10
CPOFS2P1G,HSBC MF - HSBC CPOF Series II Plan I - RP-GO,MF,06-APR-2015,10,1,INF336L01JX9,10
CPOFS2P2D,HSBC MF - HSBC CPOF Series II Plan II - RP-DPO,MF,24-APR-2015,10,1,INF336L01KC1,10
CPOFS2P2G,HSBC MF - HSBC CPOF Series II Plan II - RP-GO,MF,24-APR-2015,10,1,INF336L01KB3,10
CRIO2DD,Canara Robeco MF - Canara Robeco India Opportunities Series 2 - DP-DPO,MF,30-MAR-2015,10,1,INF760K01HR8,10
CRIO2DG,Canara Robeco MF - Canara Robeco India Opportunities Series 2 - DP-GO,MF,30-MAR-2015,10,1,INF760K01HQ0,10
CRIO2RD,Canara Robeco MF - Canara Robeco India Opportunities Series 2 - RP-DPO,MF,30-MAR-2015,10,1,INF760K01HT4,10
CRIO2RG,Canara Robeco MF - Canara Robeco India Opportunities Series 2 - RP-GO,MF,30-MAR-2015,10,1,INF760K01HS6,10
CRIODD,Canara Robeco MF - Canara Robeco India Opp  Series NA - DP-DPO,MF,11-DEC-2014,10,1,INF760K01HL1,10
CRIODG,Canara Robeco MF - Canara Robeco India Opp  Series NA - DP-GO,MF,11-DEC-2014,10,1,INF760K01HK3,10
CRIORD,Canara Robeco MF - Canara Robeco India Opp  Series NA - RP-DPO,MF,11-DEC-2014,10,1,INF760K01HJ5,10
CRIORG,Canara Robeco MF - Canara Robeco India Opp  Series NA - RP-GO ,MF,11-DEC-2014,10,1,INF760K01HI7,10
CRMFCP3ADD,Canara Robeco MF - Canara Robeco CPOF Series 3 - DP-DPO,MF,30-SEP-2014,10,1,INF760K01HF3,10
CRMFCP3ADG,Canara Robeco MF - Canara Robeco CPOF Series 3 - DP-GO,MF,30-SEP-2014,10,1,INF760K01HE6,10
CRMFCP3ARD,Canara Robeco MF - Canara Robeco CPOF Series 3 - RP-DPO,MF,30-SEP-2014,10,1,INF760K01HH9,10
CRMFCP3ARG,Canara Robeco MF - Canara Robeco CPOF Series 3 - RP-GO  ,MF,30-SEP-2014,10,1,INF760K01HG1,10
CRMFCP4DG,Canara Robeco MF - Canara Robeco CPOF Sr 4 - DP-GO,MF,13-MAR-2015,10,1,INF760K01HM9,10
CRMFCP4DP,Canara Robeco MF - Canara Robeco CPOF Sr 4 - RP-DPO ,MF,13-MAR-2015,10,1,INF760K01HP2,10
CRMFCP4GP,Canara Robeco MF - Canara Robeco CPOF Sr 4 - RP-GO,MF,13-MAR-2015,10,1,INF760K01HO5,10
CRMFCP5DD,Canara Robeco MF - Canara Robeco CPOF Sr 5 - DP-DPO,MF,06-APR-2015,10,1,INF760K01HV0,10
CRMFCP5DG,Canara Robeco MF - Canara Robeco CPOF Sr 5 - DP-GO ,MF,06-APR-2015,10,1,INF760K01HU2,10
CRMFCP5DP,Canara Robeco MF - Canara Robeco CPOF Sr 5 - RP-DPO,MF,06-APR-2015,10,1,INF760K01HX6,10
CRMFCP5GP,Canara Robeco MF - Canara Robeco CPOF Sr 5 - RP-GO,MF,06-APR-2015,10,1,INF760K01HW8,10
CRMFCP6DD,Canara Robeco MF - Canara Robeco CPOF Sr 6 - DP-DPO,MF,18-DEC-2015,10,1,INF760K01HZ1,10
CRMFCP6DG,Canara Robeco MF - Canara Robeco CPOF Sr 6 - DP-GO,MF,18-DEC-2015,10,1,INF760K01HY4,10
CRMFCP6RD,Canara Robeco MF - Canara Robeco CPOF Sr 6 - RP-DPO,MF,18-DEC-2015,10,1,INF760K01IB0,10
CRMFCP6RG,Canara Robeco MF - Canara Robeco CPOF Sr 6 - RP-GO,MF,18-DEC-2015,10,1,INF760K01IA2,10
DD,BOI AXA MF - BOI AXA CPOF - Series 2 - DP-DO,MF,11-DEC-2014,10,1,INF761K01CY3,10
DG,BOI AXA MF - BOI AXA CPOF - Series 2 - DP-GO,MF,11-DEC-2014,10,1,INF761K01CZO,10
DPHFTF11DD,DHLF Pram MF - DHFL Pram Hybrid FTF Sr 11 - DP-DPO,MF,15-JUN-2016,10,1,INF663L01KX4,10
DPHFTF11RD,DHLF Pram MF - DHFL Pram Hybrid FTF Sr 11 - RP-DPO,MF,15-JUN-2016,10,1,INF663L01KZ9,10
DPHFTF11RG,DHLF Pram MF - DHFL Pram Hybrid FTF Sr 11 - RP-GO,MF,15-JUN-2016,10,1,INF663L01KY2,10
DPHFTF12DG,DHLF Pram MF - DHFL Pram Hybrid FTF Sr 11 - DP-GO,MF,15-JUN-2016,10,1,INF663L01LI3,10
DPHFTF12RD,DHLF Pram MF - DHFL Pram Hybrid FTF Sr 11 - RP-DPO,MF,15-JUN-2016,10,1,INF663L01LL7,10
DPHFTF12RG,DHLF Pram MF - DHFL Pram Hybrid FTF Sr 11 - RP-GO,MF,15-JUN-2016,10,1,INF663L01LK9,10
DPRM7XD1,DHFL Pramerica Mutual Fund-DHFL Pramerica FMP-Series 57 - DPG,MF,20-APR-2017,10,1,INF663L01SY5,10
DPRM7XGP,DHFL Pramerica Mutual Fund-DHFL Pramerica FMP-Series 57 - RPG,MF,20-APR-2017,10,1,INF663L01SX7,10
DPRM8XD1,DHFL Pramerica MF - DHFL Pramerica FMP - Series 58 - DP- Growth,MF,09-MAY-2017,10,1,INF663L01TK2,10
DPRM8XGP,DHFL Pramerica MF - DHFL Pramerica FMP - Series 58- RP- Growth,MF,09-MAY-2017,10,1,INF663L01TH8,10
DPRMAAAD,DHFL Pram MF - DHFL Pram FDF Sr AA - RP-ADPO,MF,07-DEC-2016,1000,1,INF663L01OS6,1000
DPRMAAD1,DHFL Pram MF - DHFL Pram FDF Sr AA - DP-GO,MF,07-DEC-2016,1000,1,INF663L01OG1,1000
DPRMAAD3,DHFL Pram MF - DHFL Pram FDF Sr AA - DP-QDPO,MF,07-DEC-2016,1000,1,INF663L01OJ5,1000
DPRMAAGP,DHFL Pram MF - DHFL Pram FDF Sr AA - RP-GO,MF,07-DEC-2016,1000,1,INF663L01ON7,1000
DPRMAAQD,DHFL Pram MF - DHFL Pram FDF Sr AA - RP-QDPO,MF,07-DEC-2016,1000,1,INF663L01OQ0,1000
DPRMABAD,DHFL Pramerica Mutual Fund - DHFL Pramerica Fixed Duration Fund Series,MF,27-FEB-2017,1000,1,INF663L01PG8,1000
DPRMABD1,DHFL Pramerica Mutual Fund - DHFL Pramerica Fixed Duration Fund Series,MF,27-FEB-2017,1000,1,INF663L01OU2,1000
DPRMABDP,DHFL Pramerica Mutual Fund - DHFL Pramerica Fixed Duration Fund Series,MF,27-FEB-2017,1000,1,INF663L01PC7,1000
DPRMABGP,DHFL Pramerica Mutual Fund - DHFL Pramerica Fixed Duration Fund Series,MF,27-FEB-2017,1000,1,INF663L01PB9,1000
DPRMABQD,DHFL Pramerica Mutual Fund - DHFL Pramerica Fixed Duration Fund Series,MF,27-FEB-2017,1000,1,INF663L01PE3,1000
